,Run No,Loss,Reg. Loss,Repeat,TS47,TS49,TS16,TS12,Cl*,H*,CH3CH2*,CH2CH2*,ClCH2CH2*,ClCH2CH2Cl*
112,113,99.99999999999997,0.0,0,36.075431041399796,-38.10073373824807,-14.251938328978504,-6.740221280424457,6.070671557228941,-39.33181299592864,5.87265813504105,29.373475895762,31.340649962544177,-28.880944478416573
113,114,99.99998422320402,0.0,0,20.0572759126835,23.36389250445361,36.623470564425446,-1.2326965643471794,11.47135078890053,-8.07668879451785,33.432393629070006,30.016751028119998,-25.389429626437792,-19.201298629916717
114,115,99.9997860477687,0.0,0,-19.370312364463658,19.674115695747425,-29.84936787410169,-29.027901091671495,3.2908004660858694,9.880115775053383,19.985567106969597,3.900126873829876,36.570161386230254,-20.308839884019473
115,116,99.99880305435235,0.0,0,7.959688379826382,17.503224663253235,2.273687220393292,5.03281199053739,-2.5985961960606403,30.327743353862402,2.499316291598845,-11.417213719775383,-9.840803744236833,-15.438319237689942
116,117,99.99999654218081,0.0,0,20.91570419819316,36.17634887992892,5.778269182560663,-13.957366449284478,38.08196885831225,4.235346933157551,-39.16598231545209,-6.61486435251669,0.014845065797601364,3.5379490072942943
117,118,99.9997639781773,0.0,0,17.71384958758749,38.853818568404776,39.824714504243985,-21.60401792865637,-33.89906970217187,7.08996669888765,-30.96719432802117,2.5180314300997964,22.276793561809697,-35.08832652839554
118,119,99.99999999988333,0.0,0,38.82078627540214,33.292677876557946,-34.57558791229771,34.33820707021229,-6.594329982589649,-21.475765099282317,37.648904492092,15.312520509014725,39.30169294186294,4.905655057684228
119,120,99.99519582434063,0.0,0,-28.19239534901438,-25.542797668696764,-0.18886128155281767,-16.68415890152525,-24.162627020214153,-21.18762039749154,26.48578711233229,-39.86177570918278,22.843125560317844,-21.47421319552566
120,121,99.418798291098,0.0,0,-29.039408166612183,22.347395246521117,19.574832153919587,14.829386661744053,-16.49048028510233,14.70600205931926,15.384608501298857,19.857976669004884,-4.5423071920483835,-37.365377983799206
121,122,99.99677924615128,0.0,0,-18.203171279402575,19.055989827643565,-6.295247838358591,-39.879066970947264,-21.272364328546587,29.620444361530446,-16.342992664893664,-27.51672222463648,29.12128327773121,-8.482857728809243
122,123,99.99999951730238,0.0,0,-4.3083179890831715,8.468911880590852,-6.923055951350634,38.25861997430046,-19.33435897785808,-27.009143605180086,-10.05551534465328,34.872478152781554,4.329031261009547,-7.320276950521276
123,124,99.99912869129739,0.0,0,22.32239397291587,35.288953277412475,15.301535552938873,18.078878538586665,-7.288102281806957,36.8053673242226,-33.921828207556274,31.49940812803591,-7.31329167434145,18.418192858268114
124,125,202.23059010775546,0.0,0,-24.62323828770063,-5.412533664935502,-21.63767620159668,33.92300490865722,27.724518432982464,17.181470807389573,22.787948228137893,25.81120055865506,13.064239342371444,-16.493086196631292
125,126,99.99990029333746,0.0,0,28.103157193770812,30.97750791708988,-16.501071675867234,15.7298553288812,38.87013303670854,22.181531980196006,-4.589732222259606,-15.778446155579434,-22.490450262911832,-19.903857750060343
126,127,99.9999999323834,0.0,0,-6.335395691805594,30.24085865085462,26.51792835181479,4.1313024414603134,24.659960461235883,-31.805603733161234,-29.770115398116758,10.53102777764493,33.88117269284575,-25.124545279617877
127,128,99.95785379321606,0.0,0,-33.971210288124205,-24.567369037062285,-24.281067447397092,37.733900537485454,-12.351693126276302,-19.834565433999533,1.9893949589300775,18.097853626287687,-39.13206783217417,35.28007442629574
128,129,99.9999893148104,0.0,0,3.840873461557088,17.962958456896402,2.4522042685357093,20.173535930861092,36.54364773556965,-16.968600168084322,-37.7703529578032,-24.61720986902572,28.606157477257256,7.145874457905414
129,130,99.99817018445792,0.0,0,10.110241241104347,-29.256674465428382,-34.376032924195115,10.197152349372523,22.358999312921128,26.64542001062405,-13.310833922577512,-35.6282251065025,3.2647390856495377,-31.59399240770315
