,Run No,Loss,Repeat,a,b
66,67,0.13117408328158334,1,0.9974521615509789,99.99560221470509
67,68,0.62680416124214,1,1.1887033150363382,99.96427876026178
68,69,0.16618476539957114,1,0.958700424828213,100.00959359716572
69,70,0.3385737510828738,1,0.8828686381349946,100.01182072351375
70,71,0.08233907740945845,1,1.0256801207168966,99.99798649714623
71,72,0.27963202178810587,1,1.0644318574396627,99.9839951146856
72,73,0.05494830840333508,1,0.9851332829810755,100.00319397654569
73,74,0.20625556681598703,1,1.0133612421469933,100.00557825898684
74,75,0.04775896271437843,1,1.0014294316999826,99.99809622577553
75,76,0.12089778025250131,1,0.9608825939641614,100.003303705175
76,77,0.031060503761739983,1,1.0094807390287128,99.99931579915342
77,78,0.09969193138443648,1,1.0257768877476197,99.99421804838327
78,79,0.016368611279373012,1,0.9952941841727115,100.00094999450508
79,80,0.07276618554315119,1,1.003345491501442,100.00216956788299
80,81,0.018474617217934863,1,1.0019084466503474,99.99911456130239
81,82,0.04202517156883171,1,0.987721891794346,100.00074875665403
82,83,0.01278486247068284,1,1.0040410272201212,99.99967403852858
83,84,0.03336820353450714,1,0.9974267647424855,100.00150947173127
84,85,0.005577710774447893,1,1.000788026173382,99.99971328890962
85,86,0.028653740818197555,1,1.0095348692207913,99.99843733293312
86,87,0.0057989794855497325,1,0.9988543554347316,100.0003218291121
87,88,0.013816683916659415,1,0.9956013543879922,100.00036107949313
88,89,0.0061256453733213355,1,1.001931109012089,99.99984579876971
89,90,0.007175766421961149,1,0.9977112725960244,100.000189319252
90,91,0.002798761740335954,1,1.000876149908073,99.99993167889028
91,92,0.011779049416519943,1,1.0028098206467235,99.9993231386878
92,93,0.0015024193900897793,1,0.9998432217377295,100.00007215650602
93,94,0.0078028196175506425,1,0.9999313454724204,100.00029054648667
94,95,0.0024914719757963906,1,1.0005738559981414,99.99985760330388
95,96,0.0021495094019755865,1,0.9995409278277978,99.99999808091962
